icd10,icd10label,section_ID,section_LABEL,chapter_ID,chapter_LABEL
I25.2,Old myocardial infarction,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.3,Aneurysm of heart,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.4,Coronary artery aneurysm and dissection,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.5,Ischaemic cardiomyopathy,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.6,Silent myocardial ischaemia,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.8,Other forms of chronic ischaemic heart disease,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25.9,"Chronic ischaemic heart disease, unspecified",I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I25,Chronic ischaemic heart disease,I20-I25,Ischaemic heart diseases,IX,Diseases of the circulatory system
I26.0,Pulmonary embolism with mention of acute cor pulmonale,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I26.9,Pulmonary embolism without mention of acute cor pulmonale,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I26,Pulmonary embolism,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I27.0,Primary pulmonary hypertension,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I27.1,Kyphoscoliotic heart disease,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I27.2,Other secondary pulmonary hypertension,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I27.8,Other specified pulmonary heart diseases,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I27.9,"Pulmonary heart disease, unspecified",I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I27,Other pulmonary heart diseases,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I28.0,Arteriovenous fistula of pulmonary vessels,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I28.1,Aneurysm of pulmonary artery,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I28.8,Other specified diseases of pulmonary vessels,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I28.9,"Disease of pulmonary vessels, unspecified",I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I28,Other diseases of pulmonary vessels,I26-I28,Pulmonary heart disease and diseases of pulmonary circulation,IX,Diseases of the circulatory system
I30.0,Acute nonspecific idiopathic pericarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I30.1,Infective pericarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I30.8,Other forms of acute pericarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I30.9,"Acute pericarditis, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I30,Acute pericarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31.0,Chronic adhesive pericarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31.1,Chronic constrictive pericarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31.2,"Haemopericardium, not elsewhere classified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31.3,Pericardial effusion (noninflammatory),I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31.8,Other specified diseases of pericardium,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31.9,"Disease of pericardium, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I31,Other diseases of pericardium,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I32.0,Pericarditis in bacterial diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I32.1,Pericarditis in other infectious and parasitic diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I32.8,Pericarditis in other diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I32,Pericarditis in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I33.0,Acute and subacute infective endocarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I33.9,"Acute endocarditis, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I33,Acute and subacute endocarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I34.0,Mitral (valve) insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I34.1,Mitral (valve) prolapse,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I34.2,Nonrheumatic mitral (valve) stenosis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I34.8,Other nonrheumatic mitral valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I34.9,"Nonrheumatic mitral valve disorder, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I34,Nonrheumatic mitral valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I35.0,Aortic (valve) stenosis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I35.1,Aortic (valve) insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I35.2,Aortic (valve) stenosis with insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I35.8,Other aortic valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I35.9,"Aortic valve disorder, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I35,Nonrheumatic aortic valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I36.0,Nonrheumatic tricuspid (valve) stenosis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I36.1,Nonrheumatic tricuspid (valve) insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I36.2,Nonrheumatic tricuspid (valve) stenosis with insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I36.8,Other nonrheumatic tricuspid valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I36.9,"Nonrheumatic tricuspid valve disorder, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I36,Nonrheumatic tricuspid valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I37.0,Pulmonary valve stenosis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I37.1,Pulmonary valve insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I37.2,Pulmonary valve stenosis with insufficiency,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I37.8,Other pulmonary valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I37.9,"Pulmonary valve disorder, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I37,Pulmonary valve disorders,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I38,"Endocarditis, valve unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39.0,Mitral valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39.1,Aortic valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39.2,Tricuspid valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39.3,Pulmonary valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39.4,Multiple valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39.8,"Endocarditis, valve unspecified, in diseases classified elsewhere",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I40.0,Infective myocarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I40.1,Isolated myocarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I40.8,Other acute myocarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I40.9,"Acute myocarditis, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I40,Acute myocarditis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I41.0,Myocarditis in bacterial diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I41.1,Myocarditis in viral diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I41.2,Myocarditis in other infectious and parasitic diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I41.8,Myocarditis in other diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I41,Myocarditis in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.0,Dilated cardiomyopathy,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.1,Obstructive hypertrophic cardiomyopathy,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.2,Other hypertrophic cardiomyopathy,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.3,Endomyocardial (eosinophilic) disease,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.4,Endocardial fibroelastosis,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.5,Other restrictive cardiomyopathy,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.6,Alcoholic cardiomyopathy,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.7,Cardiomyopathy due to drugs and other external agents,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.8,Other cardiomyopathies,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42.9,"Cardiomyopathy, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I42,Cardiomyopathy,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I43.0,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I43.1,Cardiomyopathy in metabolic diseases,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I43.2,Cardiomyopathy in nutritional diseases,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I43.8,Cardiomyopathy in other diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I43,Cardiomyopathy in diseases classified elsewhere,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.0,"Atrioventricular block, first degree",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.1,"Atrioventricular block, second degree",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.2,"Atrioventricular block, complete",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.3,Other and unspecified atrioventricular block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.4,Left anterior fascicular block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.5,Left posterior fascicular block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.6,Other and unspecified fascicular block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44.7,"Left bundle-branch block, unspecified",I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I44,Atrioventricular and left bundle-branch block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I45.0,Right fascicular block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I45.1,Other and unspecified right bundle-branch block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
I45.2,Bifascicular block,I30-I52,Other forms of heart disease,IX,Diseases of the circulatory system
